co2_saved,energy_efficiency
281.78,122.88
220.89,381.22
303.98,140.23
12.84,97.2
285.63456734042666,300.0
711.5932662082507,205.58
440.01,145.02
18.66,466.67
684.4,152.4
139.74,464.5602152893039
249.38,376.98
708.7,178.99
371.36,349.09
143.4,70.5
249.26,205.53
35.86,478.49
627.12,155.56
164.64,362.8728845766134
23.64,170.05
391.09,157.89
158.8787717372744,231.35123961741056
140.66,76.14
574.42,358.471071344317
366.402778332472,194.27
37.07,112.73
614.0337300999133,72.76
323.5,344.66
423.45,59.83
232.81,62.13
180.59,88.81863220028333
180.83,180.15
242.69455069196488,243.03
126.12,361.8784373953177
318.29,426.32
24.88,300.97
292.88593049158465,74.45
536.44,281.06602526439457
196.9,291.67
469.14,169.97072823412833
1005.48,80.07
364.3113751357053,77.67
699.6,84.02
53.39,218.91
56.021703573360014,373.33
744.84,204.1404098368876
319.088945331554,276.12
497.6748677859216,167.51
373.56,154.61
136.36,371.43
874.3360651932551,123.35536737544771
453.76,68.12
42.82,245.35
125.51,315.6188727195152
505.18,376.2302551085953
494.5419978362686,98.63
70.48,475.3559308668887
-12.36985841663602,219.67
179.4,251.61822555410785
704.4372681579271,217.98
125.86,301.89
141.23,447.5093025926256
585.18,214.51
928.31,185.48
321.81,221.65
866.27,104.55
56.15,350.47
915.71,57.24
686.9,160.95
39.28,139.71
88.96,180.47
552.15,70.65
283.92,121.79
280.53,238.1
622.1906342858579,368.6184010648914
280.24,412.2316083509492
556.5718491709094,74.91
560.2239622669979,56.82
1044.21,161.65
444.66,89.74
537.39,105.92
142.31,395.23840911239074
438.47487562869446,195.27
474.03,122.26
743.24,184.01879033720752
298.67,180.72
550.18,123.71
21.89,62.65
339.68,435.23
630.27,178.3679045517637
38.1,134.92
255.27,239.6611334540828
294.4,290.979641151727
374.78,188.83380358720424
720.43,58.88685256344323
15.49,146.23580462536015
322.3,271.93
102.71,385.14
319.91952096500154,124.54
211.51,231.4
431.98,296.9288426142345
88.54,247.37
253.33,118.08
237.2,472.73
345.66,43.81
413.32,77.52
148.88,156.46
43.72,67.62
393.84,60.91
26.62,264.4262101419271
106.43,304.76
339.37,464.22904118784345
132.90987042416657,382.07425321762366
281.04,40.62
106.11,217.78
572.4,109.0
243.53,98.21
371.31260994358365,53.63
108.06,130.22
301.13,346.73
315.46,205.65
608.44,180.06
617.0944003922866,142.13
268.66,129.63
445.63,107.76
571.39,83.33
409.76,170.05
726.3,176.58
445.81,74.23
818.89,145.56
188.61,148.49140581585505
79.41,483.87
135.37,222.22
174.25515629141933,335.88
390.17642662876256,49.79
797.42,83.69
679.28,260.0
73.29,283.72511237457525
683.44,100.0
529.82,158.29
246.30757561363805,152.02227930652617
534.46,199.57154446792
376.27,144.95
495.8763305857924,70.42
603.45,152.87
284.16,300.0
182.29,52.99
230.03,175.71
104.65,259.7
324.0,106.54
162.22,129.28
456.8,205.13
49.35,159.79
267.92,161.65
599.04,103.34
365.43,101.1659658141703
134.11,467.63
167.4,346.15
197.27,158.27
709.32,73.17
314.64,156.63564776530214
16.04873776645195,400.0
347.6,229.84
41.24,140.85
862.87,160.34
400.17,134.8
850.05,221.72
203.47,257.96
108.74,485.71
71.67,303.2647355608723
1045.15,159.86
75.93,314.54889664955766
226.03,367.71
535.64,196.48
783.08,170.39
249.97,320.0
589.3877604851875,204.1913064633168
824.68,48.88
305.35922030871643,97.63
92.72,88.8
682.44,122.62629121553434
533.06,41.82
351.2271504946186,192.63
114.39,96.69
568.69,161.14
90.68,325.72841141481604
64.35,466.02
108.62,149.7
234.81,132.16
19.17,375.72
217.47,484.3556885951025
122.47,117.28
339.98,141.84
624.8155198413208,115.99
488.3925598578844,211.14
808.12,137.08
127.14,124.14
715.95,181.33
237.01,52.53
883.22,182.57
244.56,400.43010183816233
253.09,460.23
262.78,355.7
161.59,277.34
396.491297360513,185.82
478.76,293.71
201.53,105.12
282.89,294.0961954528379
109.63,318.84
678.63,141.32
359.53,221.9792927991919
475.44,93.07
151.18,188.98
443.02,172.06
408.41,103.64
256.3,359.3974846558192
315.8470723494829,294.9693148152285
507.6277479713756,203.82
177.91237039092448,500.0
177.89,234.27
607.41,35.55525060803623
124.78,279.85
135.92,39.92
356.12,188.87
251.9,150.33
633.53,160.68
853.07,63.4044244175316
352.49,210.40324808319647
357.74,217.62
997.45,164.4262137516193
580.0,207.9908488168164
23.425045920954176,305.1708338329273
367.60997031521686,273.6618436988316
669.11,81.74
43.42,179.86
1017.97,69.03
110.25704957451217,376.07
748.08,48.89
82.16,227.54
319.72,178.31
194.44,439.02
833.46,71.56
670.05,158.95479839189275
361.31,235.1
40.37,86.14
886.29,92.47
109.6,443.88
782.76,43.01
95.68,-65.92286895575094
225.71,183.57
245.44,118.48
276.33,86.96
417.14,215.38
209.36523400935823,158.37
420.74,235.75
432.15,234.67
846.99,125.21
285.17,179.398422286328
56.11065863874353,237.18
337.65,85.11
498.8172131866161,161.30355031667474
144.4,121.49297043499024
108.35,181.25
455.2564477152184,229.8
371.289148156627,148.15
310.22,243.51
602.74,219.2187945497901
62.92,392.27
382.6535625918861,161.04
486.73,179.71
67.57,109.76
533.9744086791959,164.43
312.35,372.97
755.97,9.9522325897008
41.49,150.28724652999293
687.13,144.02
804.86,70.76
117.01593714052068,439.66
331.23,120.97
179.53,83.04
42.37,63.44
371.9,222.54
170.18,122.19
194.82,202.8
569.6355052821089,205.36
150.34,172.81
284.16,157.09
369.22,189.91
375.48,192.52829205831137
369.97,72.4294796534283
33.44,281.82
593.008703370783,120.27
271.0432947120524,337.044036187318
156.47,204.08
878.5307440125832,75.76
459.0317665030677,518.75
290.04,376.43
1005.92,120.32880951256196
555.27,74.07
403.84,67.03
663.25,133.06
793.47,102.42
219.52,267.24
370.05,50.85
418.23,291.19
884.4374932139449,140.07
87.49,155.6499433867933
395.3213098078602,140.73596228066052
235.58,352.4449073243937
414.17,39.47212200533133
505.07,129.5
306.2173273188752,179.36
837.37,202.15
52.73,254.44
317.24,308.18
308.88,64.07
-152.89398178261342,116.96
279.5,479.59
76.49,165.3349356335617
566.21,98.0
337.58,262.1
218.01,125.6
547.09,93.8
247.78,205.11541389927015
152.65,164.63
672.1,40.317868447510136
275.23,74.47
143.42,359.2629525883532
696.04,131.89
213.0072216260212,173.2
617.04,46.884559484131046
421.8,206.32
191.96,217.73604667545368
278.53,335.4
147.9,224.49
32.03,300.2241208224966
531.01,77.4
358.96,43.31
905.39,103.51
734.22,48.98
363.39,149.8
196.46,185.26
1007.68,83.96
907.05,51.17
248.34,301.2
297.76,285.71
471.8194622556714,239.13
169.16,181.49
762.34,40.49
350.6,222.78
460.66,121.43
527.11,263.6979919618934
264.86,140.04
107.7,370.54
73.38657936672394,175.44
703.07,109.21906635837378
363.0392531434704,102.87
483.49,197.06
184.84,210.05
93.9,376.0
420.24,132.33
382.81,244.96
461.0,168.0
193.94499252886808,273.29
229.83,107.3
579.36,263.46129511085485
213.66,148.42
118.63,413.1294045660122
297.61733747446374,161.06
29.35,180.72
695.0564990766491,246.4853633395884
-49.63792256789725,398.23
357.35,150.44
228.66,235.29
324.92,140.62
555.71,130.87
501.1,233.92
93.5,274.83
632.9,92.62
56.24,63.16
174.3111486531809,418.99
278.16004052428923,171.21
167.75,391.13
673.12,79.93
146.9,175.26
-64.60441360931486,108.23
402.4,137.08
132.35,145.45
320.57,288.66
405.68,49.88
172.26,290.8649729392764
295.92,182.24
280.44,131.58
83.08,148.68
26.43,168.83
63.39,180.49
840.12,106.21
391.39,297.07
-87.20468408160275,339.7019380975869
270.54,211.7
47.68,26.447578441286534
92.86009166153576,318.583604194595
726.6852123415526,60.77
405.88,341.23
707.36,93.22214220044506
126.03,107.32
506.22,66.54
165.77,167.7194168642501
863.68,74.73
345.14,147.2
449.49,109.97
165.0395478803821,490.8
597.06,124.73
130.94,522.7378800695684
269.34,458.9
492.2053418840155,62.97381863369069
211.4498754029662,145.13
574.39,315.97
568.92,217.26
160.1902987132546,236.53
353.61,64.24
584.384367366695,349.07854985711515
274.67,192.8954044534493
320.39,338.31
601.67,209.88
364.8249109144832,151.93
442.31,65.09
936.83,186.58
113.29,259.43
991.83,83.33
640.2249490802722,77.13
451.52,65.99052843987582
128.62,194.81
78.71,159.09
309.0,120.39
27.74,278.41
293.12,113.74
419.5,222.22
119.42,246.88
144.41726787459868,346.16346588018445
584.69,99.26
90.26,101.17
642.65,212.60795908848232
772.44,208.24
679.99,150.0
519.1,227.91
533.86,132.66385193715666
568.65,215.02
885.46,121.37
240.8,394.41712929903633
84.82,132.32
344.52,243.0423885159256
64.29,142.86
156.75,87.33
494.74,150.94
7.07,471.07
715.19,125.23
203.79,344.26
272.44,133.90780180593822
129.75,185.48
350.17,307.41997018760065
671.06,137.08
298.36,308.51
840.49,40.86
319.39,179.69
351.68,175.1
180.61,266.3
459.14068189751856,152.65
329.53451269382174,528.99
31.6,227.77008667118375
456.6005857866576,353.38
860.88,144.75967052204012
507.89,173.4
160.812045304413,481.01
189.15,110.06
286.49,49.72
458.62,172.66119501282674
51.51,108.24
230.45,285.27
187.5548070853414,508.29
359.93,155.11
28.83,47.97
122.5,228.57
134.32,298.61
176.77,500.0
513.4055810556197,50.3
394.72,307.09
809.68,63.57
323.87,97.47
450.8919406175901,173.4
218.6971907593884,141.92
59.6,51.81
775.6028036814002,-85.38524636605163
229.03,153.85
136.64,234.29
302.76,294.87
218.96,385.0
247.4334071310685,89.15
256.95,140.7105235216397
643.33,188.6413625937492
203.77,410.85
224.7902876039709,121.52
50.85,179.91
655.87,56.66
571.74,-101.02449753603769
702.71,228.16
607.87,56.99
437.6324450502264,125.74
662.94,140.62
708.04,165.83
882.41,177.31591885467012
365.25,288.97
493.66,193.99
28.38,453.04
331.43,103.17
287.48,434.1826888499909
178.63,276.32
334.92,275.28
281.4555395603729,99.82
31.35,305.37
594.9,176.62
798.89,69.71
587.03,262.03
316.07,87.99
193.1483275189048,282.05
397.9542650951527,58.67
79.35,414.23
1027.95,96.05
489.98,109.72
844.29,177.22
78.85,486.77
167.76,397.52
245.22,419.58
465.2,220.06204297000704
129.8601936708883,284.4
445.83,343.48
35.99,103.76313228266945
609.56,146.55
389.49,102.04
398.2460518523724,370.0
209.71,151.21
873.31,48.02
830.51,59.75
87.19,469.81021373404224
518.67,47.15570119763643
117.92,280.7140551227603
370.15,196.97
320.46,141.51
479.06,181.18
703.66,203.98
349.2373508153788,217.07803202427576
73.4,131.65
220.09,127.87
219.85,262.41
141.44,400.0
431.44,123.19
740.31,89.69
204.79123651337727,477.94
155.57,47.13
481.08,102.36
323.27,102.94
179.11411244013902,235.57644537624057
677.59,156.05769420979377
434.35,75.24
843.55,107.76
244.38,101.35
79.78,525.0
173.01,313.25
633.48,219.86
130.82,338.65
164.37124680076226,137.31
42.92,43.1
602.73,256.72
369.41,131.98
132.32,304.08
25.24,188.34
710.48,135.39
588.06,270.59
154.47,177.47
842.78,172.61
626.84,156.33
520.193149718122,239.97077344987335
231.9462490446158,184.5936998480016
12.01,463.64
203.29,213.54
159.61,83.97
713.95,79.28
174.7,2.1535057816208507
174.38,132.39
505.7631914955382,198.8
251.65,75.98
250.88,113.04
413.64,57.87
211.56,231.97
159.72,249.9839749409276
592.88,242.82
190.07,205.22
251.96,289.47
246.6,103.6
453.43,93.82
324.31,520.0
37.0,73.66418209573672
630.1,205.7
47.3,312.85559876634284
131.41,217.6721247638285
558.99,146.8562631035759
54.5,375.0
390.04,224.5713678864748
285.3,176.87
524.03,180.99
255.84,141.56038494223475
388.51,147.89
247.18,234.1
103.21,371.79
957.03,246.10971019729345
929.69,98.16
457.46,229.57
262.13,169.01
114.69,216.41812945180448
462.48,260.16
13.9,146.6
640.0408388125902,133.3173876647645
348.31,313.08
595.54,98.27
163.49,324.43
551.6,136.93
213.8,367.9221088728308
25.84,425.8582299091756
366.93996810009753,52.3
19.26,75.61
83.22,168.95
107.37,148.61
693.62,200.21150485188505
526.33,59.42
482.66,202.6793586745888
64.86490266328394,220.69
528.81,300.75
450.36,236.98
321.1,136.66623185880155
499.0,120.0
355.68,143.86
497.17,88.34
457.29,-10.504165980786382
60.68,450.24
442.16,275.97
551.4322688879656,246.96
408.84,293.27
606.3405383683719,75.38370134690251
454.17,38.46
531.65,186.62
28.71671941814384,238.75
63.04085169953635,200.0
573.54,190.78
922.25,75.63
360.27,424.1545709938956
697.42,105.91
868.43,133.19
439.48,50.28
513.4009928011412,50.25
219.55,217.5761032583413
318.2676808338242,260.5066269792943
572.75,144.3
396.14,103.17
295.95,288.81
220.55,264.32
103.60583781703052,135.29
101.47,344.59
229.24,135.51
60.10826091058243,302.33
610.02,177.04
203.78,201.68
173.81,150.23
202.9,111.11
187.57,303.48
141.75,219.75
349.01,73.37
124.18533782077532,247.93
517.0011548917082,113.51
292.82,240.92
165.91,478.02
214.73,216.29679144239287
652.43,252.87
485.28,123.02568660519267
415.997373912008,74.9
1010.85,45.69
146.34,52.73
510.83,126.32
596.57,255.68
266.3250165656249,80.12
16.5,421.52
234.3,72.07
408.57,68.83
719.26,99.62
512.53,82.52
308.28,52.08
40.56,277.31
368.0385286763397,70.93
629.55,247.19
133.77,347.8162312162514
24.99,263.64
411.5610206549161,272.1380359184011
458.11,72.33
92.35,117.95
131.83,207.72
63.78,382.35
50.35,253.97
479.46,216.28
406.11,125.52
-33.38033860702774,118.64
363.0317029821433,286.14
28.34,110.77
139.71057362433487,243.59
379.89,147.85
526.9,207.61
584.8778810373533,44.62
173.42,393.06
488.44,197.85
35.97,90.83953768169724
659.19,84.15
44.6,180.95
560.7,-32.54270256161411
708.78,135.66
839.73,-1.1438868831620257
114.33,86.51
624.49,93.4933629284782
338.6,390.8
170.67,80.65
72.14,491.67
205.33,256.097875686204
314.03,100.0
195.78,291.26
349.84,163.69
108.58,461.54
816.01,102.47
365.2005240576847,330.5400381573261
380.11,94.57
359.07,268.37
334.53,286.14
618.97,274.69
84.58,124.32
266.69,189.05
210.08,432.69
632.07,161.09
571.44,99.7
150.11,366.97
358.66,227.44
199.0,-36.47516514046285
564.72,233.24
366.7689138318798,168.7
609.9145953693369,133.33
633.44,127.4348853327173
357.35,210.11
454.89,255.04047596067707
29.87,366.12
7.68,176.95643791069358
914.05,128.31
368.8058272452306,120.6
793.36,131.98
255.79,72.58
153.14,310.68
149.39,203.7
60.52,296.8134507792356
160.64,517.01
599.1566782736029,64.12
460.34,74.65
60.31,226.19
387.34,133.93
428.1,150.79
546.53,174.91
211.69,261.68
207.03,377.66
552.0402391973612,117.45
620.07,97.61
202.53,54.67
188.83,271.43
575.99,245.85
94.27,154.47
383.5,133.69
283.86127639054234,135.8
81.58,212.69
764.9150270588245,104.03
109.22,510.75
508.86,76.29
200.67,185.02
177.88,192.59
607.32,192.87
141.83,320.9
882.95,155.67
782.9857122193016,178.61436686431708
585.9589327784711,96.77
188.11,174.16
439.06,127.80803494510928
213.25,130.65
613.9532361529461,316.33
138.11355855159638,291.81
198.1,189.78
472.45,107.99
750.37,85.9
269.85,162.92
310.8,415.0
170.16,284.83
447.36,142.86
100.42,365.38
195.6377596441581,280.0
230.3300749284888,132.08
478.9299900544088,214.55
701.24,131.31
298.17,241.38
947.09,53.72
27.6,375.0
346.7116614913608,407.08
788.04,-56.40675194803456
608.28,91.71
285.46656532652423,490.2
445.25551390859846,60.61
130.27,257.14352182522714
239.53,77.52
206.03,421.88
78.11,131.58
50.26,164.41
42.51,193.09
970.03,127.86
292.54,83.61
48.95724244847543,99.1
403.35,118.16
363.45,119.27
207.08,285.22
-151.5557269676333,237.2940530742225
672.56,193.15
200.51,372.62
114.96,338.65
623.54,152.03
196.7881250587344,492.39
373.3190901121329,133.8063537510534
683.39,60.74
1022.49,184.56
416.08,288.46
274.18,92.44
280.54,392.86
24.01,424.11
271.6942966969002,242.34857904499464
204.6,149.28
84.76,318.18
895.8,89.60313016526513
982.32,148.82
594.19,123.25
259.63,221.017850430684
344.68,111.11
348.7623890602473,345.3639100353222
342.14,364.37
151.62073540652852,425.93
662.88,104.1
256.53,275.32250661985785
625.49,66.87
113.09,247.37
813.1,193.67823013832464
620.08,-15.25729552300956
969.1,145.76
311.92,138.69
431.12,254.98
250.39,238.1
562.69,152.32
340.9009271659378,174.42
722.83,135.70182645019102
325.64,315.6699926957124
240.37364613998443,435.6874318842822
339.73,54.89
843.7444042847776,138.69
597.11,223.96532601772725
256.44,70.75
333.57,505.62
256.5287631531327,162.88
50.68,67.72
689.02,100.53
-147.94784238127914,160.0
382.34,185.34
318.82496423617545,177.87215818195708
300.25,386.9
225.32155100979003,64.45
229.39,286.17
112.66,249.09005874672704
842.77,-4.541682297429901
596.51,41.44
170.98,273.4572436709787
61.467233449064224,151.16
511.9064468567333,90.29
926.45,192.31
300.41,65.57
202.6238428955504,341.46
899.32,146.74
190.98,137.93
999.11,163.3
532.0711571692968,93.02
63.49,132.68
154.52,45.73
232.1052257683037,146.44
249.64,172.59
531.67,155.72
186.24,81.70644989044004
490.61,163.20603151471985
374.24,207.5
54.32,109.18
641.68,265.5183337694395
50.02,141.44882193380477
289.34,347.03
492.01,122.64
292.51135117131935,221.2
754.75,55.84
800.36,202.15
370.27,65.79
372.68,184.62
973.8,155.43
447.86,38.39
174.30206799573148,108.91
743.5,80.46
477.63016887636695,116.2
276.28,226.86656931992783
357.7,104.35
5.66,378.1027970880994
407.16,365.3
32.01,243.64
331.77,234.33
101.79,245.54
505.77,214.08
493.475229138948,117.75
296.3464799954663,82.72
521.57,254.60528846258987
34.45,252.69
252.8,375.0
689.4735445366753,102.36
156.2,330.67877282222975
203.99539061837456,456.0
120.15,309.1514249040865
846.62,153.27429006373953
1032.07,133.59
262.24,-25.662341895998168
308.8,48.36306133677792
179.88,73.37
1022.75,88.77
362.18,345.32
297.34,69.15
504.32,200.06316700060896
724.61,149.61
295.1,144.83
530.06,76.23
731.81,146.83
541.63,143.92
247.0199845965343,316.67
212.4,227.64
368.32,408.87
61.88,393.2
462.53,198.61
488.56545083757374,100.0
259.16,80.18
194.47,180.81
200.1205341709408,255.23
476.45,268.6
527.2215124875349,85.77
26.19,328.89
314.34,335.74
365.29,299.65
56.94,190.39147691735215
344.379607998854,8.085238782783591
196.7298461283151,165.7
694.08,77.97
446.88,239.29
517.67,182.5
439.12,210.53
54.49,356.06
351.66,161.5
486.62,77.86
408.06,160.0
126.15,202.53
322.36,360.8373621765901
568.54,103.9
183.6,90.0
18.86,381.44
684.46,214.9
76.54,335.94
802.28,83.68
174.63,153.85
160.29,496.45
1003.88,118.92
658.37,172.41
113.35,328.0222650167142
507.78,130.79
45.23,-121.01576365645772
365.8,190.34
230.14,256.02
208.43,254.55
-8.643629365162155,212.1555884403794
19.87,153.49
12.1,380.17
195.88,139.76
45.63,392.86
27.45,312.03
25.62,287.62698028415167
435.93,290.3282737768237
466.55,114.2167285792616
869.92,152.69
40.05,276.7
689.68,88.24
578.5950644855175,175.59
166.93,98.62
643.36,-51.74702456737376
409.0799579655024,180.6
341.49,103.57
330.75,126.76
271.34998922474006,149.33
120.83,310.7728649646722
589.27,130.43
243.88,225.6956847409424
306.9,209.49888965949933
70.65,174.24
547.81,235.75
666.49,191.14
585.48,73.03
351.89,197.72
129.08,70.9
512.73,144.60359266339094
652.2485002940575,139.04
385.98,355.81
330.74,270.6953574887416
751.93,55.16
46.05,100.37
292.2577829953609,57.91
279.48,80.32
943.09,152.45
52.88,340.28
299.31,80.34
529.02,73.46
114.85,197.18
310.68,283.54
157.32,141.3
381.63,208.46675996189305
449.65,112.53
69.54,176.83
817.7,146.53
272.1701401628942,273.31
556.76,236.90499401363292
314.8486831413305,241.03
172.9,210.94
93.79,310.3802999962773
195.32,111.58
548.44,63.43
220.22,207.2650321446372
49.86,136.53
365.31,89.43
97.66,184.62
442.7028090419824,49.3
602.8082678588805,203.72138019102
244.5110011022282,255.69892052184096
589.5,79.47
413.33,73.97
238.79620107848064,389.94
617.3026254736412,190.38
590.76,53.1
639.5926023476648,100.45531086644064
299.11,379.15
625.28,182.5
831.9,81.77
100.63,146.81337617112342
587.24,50.38
316.21,151.1004083065282
375.84,-61.001228271938686
134.57,181.5907290572676
102.56450505794544,281.8815439156684
46.75,82.69
540.5540711401595,122.78
1043.63,80.67
414.3744048119184,189.66
705.586660077777,89.29
166.22,151.25919491397906
441.68,96.24
876.12,56.07
400.28378052189805,226.1034054974503
589.74,102.44
437.05,363.64
531.86,90.38
475.49,53.36
712.0,125.84
29.52,195.8
916.77,147.94
5.1244312766640405,300.41
120.2,320.75
184.81,153.13
96.22462077504724,159.88
257.31,-11.08779059803507
315.24,64.89
436.8295040555763,167.3356573184467
952.74,150.71
178.83,137.18
558.19,126.4478994109928
286.79,147.44
21.3034362244789,368.42
348.55,219.86
642.68,159.34
581.09,248.04
138.28,270.72
349.8,129.73
72.35,259.01645999274456
228.0471924777328,106.53
382.62,217.39
277.18,266.177353708961
218.88,203.9
279.59013342147387,227.27
580.4604335229637,181.1
589.5180889604874,129.03
188.31,98.81
208.69,45.54
347.65,318.01
513.1,99.24
189.89359484887711,147.81
129.88,130.89
613.31,65.64
95.18794289254096,433.33
33.76,43.25
250.88,90.62
421.04,165.19
635.87,142.49
348.42,175.0
375.3,198.8893263025261
49.08,188.29324997480467
557.88,217.01
180.2,369.94
533.84,46.88
706.24,59.74
518.2180147666711,327.1033097777421
582.4886376929965,76.11
79.8,57.89
39.41,410.26
732.19,172.26
284.48,103.09
11.91,316.18
183.64650910046703,258.43
621.9122342073449,185.96
725.34,107.89
302.39,167.05
445.18,306.25
470.38,200.42
127.0228774488396,414.06
598.29,72.73
255.58095046005133,173.04
88.94,100.92
239.47,241.61
119.24,127.89400935936725
358.79,64.7
34.61,518.32
522.32,319.55
665.39,147.54
606.4,288.09097792332045
-147.23224268480556,303.03
163.42,114.29
478.95,336.9976800259937
300.19,186.44
219.28794314145625,114.68
565.45,229.36
35.47121176306382,69.84
89.66,121.69
251.31,309.35
390.24,212.71
614.07,161.02
395.84,119.05
294.18236877210165,315.07
282.2003073156112,82.84
58.12,82.68
229.65,268.52
238.3376728881783,57.51
428.96,337.59924592106063
532.65,74.4155303615793
451.88820090064337,140.23
291.26,278.9379673066728
261.84,217.92
15.43,282.26
77.7,386.328937317898
1001.98,126.21
482.72,72.85
119.23,243.92392687426485
218.89,85.81
137.28,34.13552315091559
616.9,109.24
484.14,109.04
886.19,213.2336177841601
201.26,423.73
549.33,122.99
471.95,152.72902572190793
702.58,84.03
536.38,57.14
235.5,515.34
46.817854962431966,218.39
627.75,147.59
132.68,124.8524976686862
475.2717624537349,153.15
387.79,298.1772528733472
516.65,204.92
559.2,155.46
182.95,121.21
710.55,181.08
466.29,167.73
105.97,522.1585567656875
20.17,162.3
506.61,347.1052083288514
401.76,53.81
435.02,52.63
434.8142015045967,100.0
127.3,298.81477541541034
355.76950546998694,159.59
262.0,304.0
540.6,244.65
236.78,417.99
343.69,241.48
539.46,105.61
136.64,161.89
206.15,514.93
241.67,195.65
88.07,253.8352412041937
359.5519522580827,80.48
350.12,172.23319485412037
206.64204369700587,306.03
865.27,105.15
731.77,163.99
50.65,89.6
393.66,269.66
671.28,126.14
233.7,173.18
108.15,50.69
209.61,330.74
338.15329884787525,192.31
203.57,275.0478152716993
637.77,148.94
673.44,249.3
620.26,193.45
194.1,146.67
805.74,64.39
467.42,80.96
509.3835675915036,88.71
127.79312189539336,467.39
166.52,67.11
255.57,348.84
206.63,450.87
153.71,176.92
966.9,95.52
372.28,187.25
953.16,21.52224021352086
317.96656453722426,95.86
730.5296118425736,71.84
87.51,234.76
250.2612258251953,188.46
147.23,90.28
227.32564634144944,104.6
541.5284592588187,297.71
100.3,82.19
349.06346572687664,179.04
175.54658847668406,307.26
285.26338574730426,88.02
143.94,351.24
144.82,333.33
56.34,345.86
112.19,440.49928118587474
526.74,153.85
194.95,91.37
822.7,166.67
641.42,229.81
385.98,139.09
304.18,323.0868019568245
598.56,55.17
269.25,442.86
350.08,174.06
549.88,223.97894164916443
595.41,197.06
488.86,204.55
50.58,365.64
448.99,310.86
243.2,223.4
554.2,170.42
485.25,257.03
289.79,198.72
535.6358018568424,77.22
142.01,226.99
113.1,156.08
288.89,473.17
19.45,509.29565108472207
261.47,229.69
-121.66906105564829,306.84917574053424
827.7,127.81956161789893
392.636783909069,117.1
405.7,247.97
78.46,146.34
296.98,506.33
584.83,168.75
349.1929561092284,93.48
46.8,91.08
105.75,221.35106739066657
188.08,510.64
437.8,171.12
155.04877986862004,114.29
424.39,241.38
423.83,199.36
169.66,307.32
52.43,61.68
767.45,135.14
28.12,48.37431723688957
488.43,159.38
545.88,188.45
137.9488673238709,299.32
607.62,54.74
107.39,71.81
162.14,351.24
883.42,-78.4890454119417
125.13,-54.11903434899611
17.47,151.22
724.36,63.13
-58.43838738399654,440.3634309802305
292.77,427.93
60.49122511637984,431.58
323.71,78.29
266.7,430.3884780473087
351.39,132.53
259.04744774517326,55.46
205.48,170.21
672.2,151.13
286.37,195.4
719.79,207.45419391825664
137.59,306.12
85.38,260.2
431.69,126.44
285.67,70.08
116.9,104.79
152.72,137.11
402.7855480832343,272.9749054209404
325.75,114.20300628224624
406.88,224.64
4.82,407.96
765.07,111.11
516.85,129.14
327.9002623856088,358.9520238925834
466.3,130.51
257.47,122.95
652.46,198.45
112.96,297.9757098011001
355.37,78.43
497.77,375.6556992585822
694.73,173.52
-58.28907360892015,148.81
386.27,226.34
889.85,68.77
219.29,366.34
595.7964043313348,227.6
614.94,100.0
36.1,267.24
97.5,77.64
588.44,143.31748268711345
