region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
Australia,Historical,EV sales share,Cars,EV,2016.0,percent,0.150000005960464,49278.0,330.0,6.459890171085493,306.0,40.39,87.0,263.64,1343.0,3.0,159.0,31821.0
Australia,Historical,EV stock share,Cars,EV,2016.0,percent,0.037000000476837,41226.0,515.0,6.432609196476233,4259.0,877.35,55.0434726541359,81.55,1546.0,7.0,147.0,50868.0
Australia,Historical,EV stock,Cars,PHEV,2016.0,Vehicles,2800.0,62894.0,321.0,6.5,2810.1350092251514,364.01,80.0,249.22,1750.9670796174375,5.0,186.20833739114823,83948.0
Australia,Historical,EV sales,Cars,PHEV,2016.0,Vehicles,700.0,35728.0,437.0,10.21,4203.225667958293,703.57,29.0,38.6876488328694,1431.0,7.0,255.0,25427.0
Australia,Historical,EV sales,Cars,PHEV,2017.0,Vehicles,1100.0,71586.0,295.0,5.45,4559.0,537.96,75.0,254.24,1192.0,2.0,171.0,30167.0
Australia,Historical,EV stock,Cars,PHEV,2017.0,Vehicles,3900.0,47182.0,387.83254576680207,3.58,3493.0,500.2,56.97215780450709,173.18,1153.0,6.0,131.0,14346.0
Australia,Historical,EV sales share,Cars,EV,2017.0,percent,0.259999990463257,55078.909671294125,591.0,6.450831649082822,1808.0,427.41,61.0,37.98472073689064,2284.0,5.0,180.0,86308.0
Australia,Historical,EV charging points,EV,Publicly available fast,2017.0,charging points,40.0,55082.63712967216,536.0,4.61,1982.679710728789,457.74,88.0,164.18,1615.0,3.0,108.0,11657.0
Australia,Historical,EV charging points,EV,Publicly available slow,2017.0,charging points,440.0,46786.0,386.0,8.21,504.0,77.82,52.682522799236246,150.26,1164.0,2.0,248.0,50175.32419269522
Australia,Historical,EV sales,Cars,BEV,2017.0,Vehicles,1200.0,55080.82519533818,476.0,11.21,4933.0,939.24,56.695072056719695,115.55,1748.6082257350447,2.0,268.0,50175.15931032597
Australia,Historical,EV stock,Cars,BEV,2017.0,Vehicles,3400.0,68928.0,154.0,6.99,3586.0,220.9,34.0,220.78,1148.0,3.0,81.0,64177.0
Australia,Historical,EV stock,Cars,BEV,2018.0,Vehicles,5200.0,40850.0,331.0,6.475019927134274,716.0,94.8,57.40138324163451,220.48825802869305,1791.0,6.0,120.0,64297.0
Australia,Historical,EV sales,Cars,BEV,2018.0,Vehicles,1800.0,50339.0,366.9224804892223,8.61,2538.70124240277,369.8333789245537,86.0,260.61,1634.0,4.487656252677298,187.06935383810105,75436.0
Australia,Historical,EV charging points,EV,Publicly available fast,2018.0,charging points,61.0,75217.0,141.0,3.81,1470.0,82.91,40.0,283.69,1740.0,6.0,241.0,85957.0
Australia,Historical,EV charging points,EV,Publicly available slow,2018.0,charging points,670.0,61926.0,475.0,1.32,2400.0,456.0,90.0,189.47,1966.0,5.0,186.2697815343585,70709.0
Australia,Historical,EV sales share,Cars,EV,2018.0,percent,0.419999986886978,42010.0,198.0,5.68,3611.0,285.99,45.7483643217764,272.7555224693257,1746.4251460653998,7.0,159.0,26340.0
Australia,Historical,EV stock share,Cars,EV,2018.0,percent,0.076999999582768,37779.0,496.0,3.38,3018.4475173218834,583.89,72.0,145.16,2137.0,4.500269461182817,115.0,26221.0
Australia,Historical,EV stock,Cars,PHEV,2018.0,Vehicles,5700.0,55082.24596264887,225.0,6.521013061185987,4654.0,418.86,46.0,254.8741405249237,1661.0,3.0,288.0,21566.0
Australia,Historical,EV sales,Cars,PHEV,2018.0,Vehicles,1800.0,59820.0,374.94544111336825,10.43,1868.0,268.24,50.0,139.28,1243.0,4.0,128.0,88457.0
Australia,Historical,EV sales,Cars,PHEV,2019.0,Vehicles,2900.0,30381.0,410.0,11.57,1932.2128372416444,316.03,47.0,114.63,1091.0,4.496344834017996,251.0,50175.50008959891
Australia,Historical,EV stock,Cars,PHEV,2019.0,Vehicles,8600.0,75517.0,285.0,4.59,2865.0,326.61,54.18626825601336,240.68043344458735,2364.0,3.0,287.0,48799.0
Australia,Historical,EV stock share,Cars,EV,2019.0,percent,0.140000000596046,40674.0,497.0,2.93,235.0,46.72,72.0,144.87,1747.3532860034377,4.551958059481051,201.0,45354.0
Australia,Historical,EV sales share,Cars,EV,2019.0,percent,1.20000004768372,50543.0,425.0,3.49,1648.0,280.16,79.0,185.88,1840.0,4.0,187.00610997466345,45958.0
Australia,Historical,EV charging points,EV,Publicly available slow,2019.0,charging points,1700.0,44842.0,552.0,2.51,1627.0,359.24,86.0,155.8,1129.0,5.0,187.3758711640512,60405.0
Australia,Historical,EV sales,Cars,BEV,2019.0,Vehicles,6300.0,36934.0,424.8202601289041,6.488190739946275,2588.0,453.42,48.0,109.59,1746.7990861919454,4.0,187.98249370585333,50175.35083696848
Australia,Historical,EV stock,Cars,BEV,2019.0,Vehicles,12000.0,55082.23172479472,197.0,6.523923203529965,4078.0,321.35,64.0,324.87,1337.0,5.0,280.0,21816.0
Australia,Historical,EV stock,Cars,BEV,2020.0,Vehicles,17000.0,39063.0,532.0,5.65,4341.120049431011,831.84,61.01129264380006,118.42,1747.266336308205,6.0,281.0,62813.0
Australia,Historical,EV sales,Cars,BEV,2020.0,Vehicles,5200.0,78827.0,361.8997757802543,6.462131661862075,1361.8689679172635,171.27,74.0,140.68,1376.0,3.0,273.0,81716.0
Australia,Historical,EV sales share,Cars,EV,2020.0,percent,1.10000002384186,55294.0,393.3884642556597,2.32,2252.13398972616,351.83,82.0,206.03,2021.0,3.0,186.7292417234388,34492.0
Australia,Historical,EV stock share,Cars,EV,2020.0,percent,0.180000007152557,67286.0,455.0,11.6,1120.0,203.84,25.0,54.95,1741.0,7.0,227.0,94136.0
Australia,Historical,EV stock,Cars,PHEV,2020.0,Vehicles,10000.0,77562.0,220.0,6.445925695456025,4052.0,415.7431219595262,32.0,145.45,1215.0,4.474713318205232,206.0,50174.71794720917
Australia,Historical,EV sales,Cars,PHEV,2020.0,Vehicles,1700.0,49289.0,572.0,6.88,241.0,55.14,80.21785691596163,122.8750222648734,1489.0,7.0,211.0,50175.27219490707
Australia,Historical,EV sales,Cars,PHEV,2021.0,Vehicles,3400.0,46039.0,328.0,6.65,3605.0,471.4239592721076,55.0,167.68,1748.258789943487,2.0,218.0,65160.0
Australia,Historical,EV stock,Cars,PHEV,2021.0,Vehicles,14000.0,55082.68455773739,517.0,11.08,2841.978687320867,579.04,64.0,123.79,2382.0,2.0,191.0,11676.0
Australia,Historical,EV stock,Cars,FCEV,2021.0,Vehicles,44.0,77833.0,517.0,11.09,3667.0,758.34,97.0,187.62,2041.0,5.0,294.0,51813.0
Australia,Historical,EV stock share,Cars,EV,2021.0,percent,0.319999992847443,39358.0,485.0,6.87,2826.766828072323,539.51,44.0,90.72,1055.0,6.0,217.0,50175.4134705554
Australia,Historical,EV sales share,Cars,EV,2021.0,percent,2.79999995231628,34908.0,460.0,7.25,639.0,117.58,51.05749449875706,93.48,2086.0,4.549157909333759,93.0,10632.0
Australia,Historical,EV charging points,EV,Publicly available slow,2021.0,charging points,2000.0,62955.0,335.6299624595904,2.11,1316.0,182.7708629690619,56.0,294.74,2348.0,2.0,223.0,50175.0699516972
Australia,Historical,EV sales,Cars,BEV,2021.0,Vehicles,17000.0,32787.0,463.0,6.491634143985994,3817.0,706.91,59.0,127.43,1835.0,4.0,170.0,88179.0
Australia,Historical,EV stock,Cars,BEV,2021.0,Vehicles,34000.0,73191.0,296.0,2.02,1839.0,198.19379694450708,53.0,179.05,1878.0,2.0,87.0,5389.0
Australia,Historical,EV sales,Cars,FCEV,2021.0,Vehicles,44.0,41908.0,224.0,10.08,1624.0,145.51,90.0,401.79,1299.0,6.0,236.0,69399.0
Australia,Historical,EV sales,Cars,FCEV,2022.0,Vehicles,15.0,54837.0,327.0,3.42,805.0,105.29,61.0,186.54,1288.0,4.510502257291736,186.6342256766769,6200.0
Australia,Historical,EV stock,Cars,BEV,2022.0,Vehicles,67000.0,55954.0,525.0,6.42837079103054,3699.0,776.79,74.0,140.95,1848.0,4.478109709416823,188.0,81159.0
Australia,Historical,EV sales,Cars,BEV,2022.0,Vehicles,33000.0,55078.87580790196,515.0,10.29,2547.4822580469217,532.62850755824,36.0,69.9,1270.0,4.0,91.0,89714.0
Australia,Historical,EV sales share,Cars,EV,2022.0,percent,5.09999990463257,41478.0,187.0,2.77,3802.0,284.39,64.0,342.25,2035.0,3.0,139.0,69215.0
Australia,Historical,EV stock,Cars,FCEV,2022.0,Vehicles,100.0,77185.0,454.0,2.57,4269.0,775.25,73.0,160.79,1289.0,4.0,231.0,16017.0
Australia,Historical,EV sales,Cars,PHEV,2022.0,Vehicles,5900.0,35272.0,262.0,6.496698443525643,2936.0,316.3318649922238,92.0,351.15,2105.0,6.0,113.0,77544.0
Australia,Historical,EV stock share,Cars,EV,2022.0,percent,0.589999973773956,39087.0,591.0,6.477466466600883,59.0,13.95,64.00900287176708,96.45,1746.795689179165,2.0,84.0,34177.0
Australia,Historical,EV charging points,EV,Publicly available fast,2022.0,charging points,470.0,55079.495814787006,194.0,11.06,3385.285390793778,324.68,36.0,185.57,2281.0,4.539106152913015,185.0,75083.0
Australia,Historical,EV charging points,EV,Publicly available slow,2022.0,charging points,2100.0,31431.0,235.20631210700375,10.9,1030.0,58.92,42.0,293.71,1390.0,4.0,220.0,50175.50643492588
Australia,Historical,EV charging points,EV,Publicly available fast,2023.0,charging points,660.0,76745.0,358.1011526239896,2.41,2645.0,408.39,60.0,207.7958707462226,1988.0,6.0,132.0,43565.0
Australia,Historical,EV charging points,EV,Publicly available slow,2023.0,charging points,2100.0,63744.0,579.0,6.34547507731195,3136.0,726.3,21.0,36.27,1748.4364758978695,7.0,86.0,10732.0
Australia,Historical,EV sales,Cars,PHEV,2023.0,Vehicles,11000.0,55079.66858002337,212.0468038194933,6.85,3765.0,272.59,58.0,320.44,1984.0,5.0,286.0,73233.0
Australia,Historical,EV stock,Cars,PHEV,2023.0,Vehicles,31000.0,60289.0,424.0,7.35,2284.0,387.37,83.0,251.9310914478448,1095.0,3.0,272.0,97812.0
Australia,Historical,EV stock,Cars,FCEV,2023.0,Vehicles,65.0,32631.0,556.0,4.61,1914.0,425.67,45.0,80.94,1366.0,4.519602730687044,282.0,69020.0
Australia,Historical,EV sales share,Cars,EV,2023.0,percent,12.0,46476.0,249.0,3.41,1174.340095944024,28.19,91.0,365.46,1046.0,4.0,252.0,50175.32961538591
Australia,Historical,EV sales,Cars,BEV,2023.0,Vehicles,87000.0,55078.78893223355,345.0,6.443113350281729,1708.0,235.7,28.0,81.16,2015.0,6.0,80.0,94486.0
Australia,Historical,EV stock,Cars,BEV,2023.0,Vehicles,150000.0,55079.94216401011,368.0,4.71,1454.0,219.88976691657783,66.0,179.35,1417.0,5.0,231.0,75234.0
Australia,Historical,EV sales,Cars,FCEV,2023.0,Vehicles,6.0,47561.0,554.0,4.33,4752.0,874.2027518255784,82.0,148.01,1141.0,2.0,193.0,70227.0
Austria,Historical,EV stock,Cars,BEV,2010.0,Vehicles,350.0,66635.0,274.0,1.19,3706.0,406.18,48.92675804027932,186.13,1381.0,5.0,252.0,96605.0
Austria,Historical,EV stock share,Cars,EV,2010.0,percent,0.00789999961853,42357.0,432.0,11.4,1101.7309002124866,208.22,74.0,171.3,1376.0,4.0,173.0,72678.0
Austria,Historical,EV stock share,Cars,EV,2011.0,percent,0.021999999880791,64589.0,435.0,10.2,1715.0,298.41,66.80971916811063,209.2,1711.0,5.0,186.0439681600524,61985.0
Austria,Historical,EV charging points,EV,Publicly available fast,2011.0,charging points,0.100000001490116,52279.0,363.0,6.86,1280.0,188.68858995220452,85.0,234.16,1747.812167805721,4.0,228.0,23990.0
Austria,Historical,EV charging points,EV,Publicly available slow,2011.0,charging points,0.100000001490116,30440.0,287.0,9.19,2976.0,341.64,56.0,195.12,2230.0,3.0,250.0,99293.0
Austria,Historical,EV stock,Cars,BEV,2011.0,Vehicles,990.0,75596.0,396.0,6.14,3558.0,540.0002700804334,68.0,171.72,1487.0,4.0,203.0,64873.0
Austria,Historical,EV stock,Cars,BEV,2012.0,Vehicles,1400.0,76093.0,563.0,6.91,1312.0,295.46,70.0,91.5383753120233,2146.0,3.0,185.2389512064636,26602.0
Austria,Historical,EV stock,Cars,PHEV,2012.0,Vehicles,140.0,52609.0,223.86308200070627,7.6,1197.0,96.72,95.0,470.3,1754.0,3.0,244.0,64991.0
Austria,Historical,EV charging points,EV,Publicly available fast,2012.0,charging points,0.100000001490116,51481.0,338.0,2.04,2414.2519716472543,321.91,40.0,118.34,1965.0,7.0,291.0,90532.0
Austria,Historical,EV charging points,EV,Publicly available slow,2012.0,charging points,0.100000001490116,72024.0,461.71257853100144,6.79,3532.0,614.57,53.74218387426685,101.15,2466.0,7.0,250.0,70370.0
Austria,Historical,EV stock share,Cars,EV,2012.0,percent,0.032999999821186,61993.0,594.0,4.94,4623.0,1098.42,59.0,99.33,1747.0,5.0,119.0,59486.0
Austria,Historical,EV stock share,Cars,EV,2013.0,percent,0.052999999374151,57408.0,417.0,3.16,2294.0,382.64,95.0,298.7893134955085,2139.0,5.0,120.0,50462.0
Austria,Historical,EV sales share,Cars,EV,2013.0,percent,0.200000002980232,56945.0,371.0,2.74,4124.0,612.0,85.0,229.11,1749.930851818924,5.0,207.0,78641.0
Austria,Historical,EV charging points,EV,Publicly available fast,2013.0,charging points,0.100000001490116,72924.0,295.0,5.84,4268.0,503.62,61.0,259.60897046332434,1752.498840673121,5.0,154.0,99519.0
Austria,Historical,EV charging points,EV,Publicly available slow,2013.0,charging points,0.100000001490116,55082.504059309445,364.0,2.5,4135.0,602.06,83.0,228.02,2014.0,3.0,186.81226185160492,15605.0
Austria,Historical,EV stock,Cars,PHEV,2013.0,Vehicles,410.0,47546.0,286.0,8.48,3864.0,465.5765846557258,47.0,211.2304984190636,1749.0971949156217,7.0,261.0,84809.0
Austria,Historical,EV stock,Cars,BEV,2013.0,Vehicles,2100.0,42250.0,447.0,3.4,3207.0,573.41,66.0,147.65,1557.0,7.0,199.0,56591.0
Austria,Historical,EV sales,Cars,BEV,2014.0,Vehicles,1700.0,55080.86570442277,192.0,2.01,99.0,7.6,86.0,435.9811134361584,1067.0,7.0,145.0,45591.0
Austria,Historical,EV stock,Cars,BEV,2014.0,Vehicles,3400.0,42213.0,504.0,6.515151919692092,2649.0,534.04,39.0,77.38,1749.1117794605248,6.0,262.0,98576.0
Austria,Historical,EV sales,Cars,FCEV,2014.0,Vehicles,6.0,42344.0,505.0,6.473837362284499,1743.0,352.09,58.0,114.85,1278.0,6.0,89.0,92701.0
Austria,Historical,EV stock,Cars,FCEV,2014.0,Vehicles,3.0,55080.72853745066,548.0,2.23,2074.747308534817,492.98,53.0,96.72,2027.0,6.0,215.0,50175.20303460122
Austria,Historical,EV stock,Cars,PHEV,2014.0,Vehicles,780.0,55079.52246167188,335.0,5.4,2277.0,305.12,32.0,95.52,1867.0,7.0,271.0,74340.0
Austria,Historical,EV charging points,EV,Publicly available fast,2014.0,charging points,0.100000001490116,55078.34057311361,176.0,9.52,2632.0,185.29,21.0,119.32,1955.0,6.0,238.0,98404.0
Austria,Historical,EV charging points,EV,Publicly available slow,2014.0,charging points,0.100000001490116,56810.0,470.0,7.36,2078.0,390.66,73.0,155.32,1862.0,3.0,186.60830924511436,84908.0
Austria,Historical,EV sales share,Cars,EV,2014.0,percent,0.569999992847443,60079.0,409.0,1.6,3550.815937780127,575.71,45.0,110.02,2231.0,2.0,284.0,4644.0
Austria,Historical,EV stock share,Cars,EV,2014.0,percent,0.089000001549721,55079.02505554525,276.9519819880918,4.93,567.0,53.98,94.0,394.96,1926.0,2.0,245.0,83001.0
Austria,Historical,EV stock share,Cars,EV,2015.0,percent,0.140000000596046,30681.0,497.6922868302906,3.04,3467.3050076936247,656.08,54.0,120.27,1124.0,4.467394647946082,188.37649867471413,68012.0
Austria,Historical,EV sales share,Cars,EV,2015.0,percent,0.899999976158142,47588.0,298.0,4.53,3311.0,394.67,35.0,117.45,2345.0,4.0,221.0,90162.0
Austria,Historical,EV charging points,EV,Publicly available fast,2015.0,charging points,0.100000001490116,56328.0,211.0,11.78,1893.0,159.77,80.0,379.15,1153.0,4.0,278.0,69996.0
Austria,Historical,EV charging points,EV,Publicly available slow,2015.0,charging points,0.100000001490116,55080.65277243855,248.0,10.38,581.0,57.64,39.0,157.26,1749.1507176465318,3.0,219.0,50175.21617826879
Austria,Historical,EV stock,Cars,PHEV,2015.0,Vehicles,1500.0,55081.177498591176,272.0,10.47,1708.0,185.83,52.451720356709785,245.9651676216094,1748.66968656068,4.0,144.0,40562.0
Austria,Historical,EV stock,Cars,FCEV,2015.0,Vehicles,6.0,48210.0,581.0,4.53,3393.0,788.53,22.0,37.87,1748.1858255939896,3.0,187.23526877503883,55326.0
Austria,Historical,EV sales,Cars,FCEV,2015.0,Vehicles,4.0,30526.0,540.0,4.69,2837.0,612.79,85.0,157.41,2347.0,4.518533740063682,230.0,95.0
Austria,Historical,EV sales,Cars,PHEV,2015.0,Vehicles,1100.0,62763.0,236.0,10.04,2985.0,281.78,29.0,122.88,1748.6135016044943,4.0,239.0,18187.0
Austria,Historical,EV stock,Cars,BEV,2015.0,Vehicles,5000.0,44655.0,181.0,7.54,2812.0021513701104,220.89,69.0,381.22,1203.0,7.0,188.0,89996.0
Austria,Historical,EV sales,Cars,BEV,2015.0,Vehicles,1700.0,54383.0,435.0,4.36,1632.7791802758406,303.98,56.70328271766857,140.23,2295.0,2.0,147.0,60370.0
Austria,Historical,EV sales,Cars,BEV,2016.0,Vehicles,3800.0,31271.0,535.0,6.478372423129036,60.0,12.84,52.0,97.2,1789.0,5.0,92.0,3718.0
Austria,Historical,EV stock,Cars,BEV,2016.0,Vehicles,9100.0,55081.49407871207,260.0,10.29,2746.0,285.63456734042666,78.0,300.0,1748.357855011964,2.0,75.0,35500.0
Austria,Historical,EV sales,Cars,PHEV,2016.0,Vehicles,1200.0,54823.0,537.0,7.49,4953.0,1063.9,47.0,87.52,1193.0,2.0,122.0,73139.0
Austria,Historical,EV stock,Cars,FCEV,2016.0,Vehicles,13.0,41500.0,394.0,8.44,4820.0,711.5932662082507,81.0,205.58,2444.0,5.0,209.0,88993.0
Austria,Historical,EV stock,Cars,PHEV,2016.0,Vehicles,2300.0,55081.08619989167,462.0,4.08,2381.0,440.01,67.0,145.02,1759.0,4.495592224856685,131.0,42984.0
Austria,Historical,EV charging points,EV,Publicly available fast,2016.0,charging points,0.100000001490116,32105.0,150.0,6.480972943598568,311.0,18.66,70.0,466.67,1598.0,7.0,166.0,28861.0
Austria,Historical,EV charging points,EV,Publicly available slow,2016.0,charging points,0.100000001490116,63008.0,474.843328124951,2.16,3572.0,684.4,73.0,152.4,2475.0,7.0,155.0,62784.0
Austria,Historical,EV sales share,Cars,EV,2016.0,percent,1.5,79442.0,150.0,4.92,2329.0,139.74,86.0,464.5602152893039,1165.0,4.0,212.0,23064.0
Austria,Historical,EV stock share,Cars,EV,2016.0,percent,0.239999994635582,55080.72566499129,281.1802393788116,4.47,2474.0,249.38,95.0,376.98,1667.0,7.0,142.0,50175.19989823722
Austria,Historical,EV stock share,Cars,EV,2017.0,percent,0.379999995231628,48980.0,514.0,6.440406672651204,3447.0,708.7,92.0,178.99,1133.0,6.0,103.0,99177.0
Austria,Historical,EV sales share,Cars,EV,2017.0,percent,2.0,50559.0,275.0,6.424949496952407,3376.0,371.36,96.0,349.09,1987.0,2.0,81.0,10282.0
Austria,Historical,EV charging points,EV,Publicly available fast,2017.0,charging points,0.100000001490116,53742.0,314.1978942579828,10.36,1466.7716277281547,143.4,27.0,70.5,1749.2355447132118,2.0,248.0,60028.0
Austria,Historical,EV charging points,EV,Publicly available slow,2017.0,charging points,0.100000001490116,55078.50945847367,253.0,5.75,2463.0,249.26,52.0,205.53,1963.0,4.517299488159337,135.0,94874.0
Austria,Historical,EV stock,Cars,PHEV,2017.0,Vehicles,3900.0,53050.0,186.0,5.95,482.0,35.86,89.0,478.49,1748.500929687381,4.480976892519082,80.0,38266.0
Austria,Historical,EV stock,Cars,FCEV,2017.0,Vehicles,19.0,42047.0,585.0,6.446767553641238,2680.0,627.12,91.0,155.56,1715.0,7.0,219.0,11243.0
Austria,Historical,EV sales,Cars,FCEV,2017.0,Vehicles,2.0,50971.0,140.0,3.47,2712.478487808241,164.64,57.0,362.8728845766134,1748.4125666540826,3.0,130.0,50175.25487570983
Austria,Historical,EV sales,Cars,PHEV,2017.0,Vehicles,1700.0,78314.0,394.0,5.03,172.42949799301005,23.64,67.0,170.05,1383.0,4.0,77.0,74796.0
Austria,Historical,EV stock,Cars,BEV,2017.0,Vehicles,15000.0,79531.0,323.0,5.69,3027.0,391.09,51.0,157.89,1288.0,4.48234376257451,198.0,72525.0
Austria,Historical,EV sales,Cars,BEV,2017.0,Vehicles,5400.0,59615.0,304.0,6.442257810284661,1477.0,158.8787717372744,54.0,231.35123961741056,1320.0,5.0,153.0,30527.0
Austria,Historical,EV sales,Cars,BEV,2018.0,Vehicles,6800.0,55079.67317522705,435.0024705080051,9.94,595.0,140.66,46.56887778540119,76.14,2289.0,3.0,187.0,70414.0
Austria,Historical,EV stock,Cars,BEV,2018.0,Vehicles,21000.0,55083.15258250543,295.0,11.0,4868.0,574.42,87.0,358.471071344317,2083.0,5.0,123.0,4500.0
Austria,Historical,EV sales,Cars,PHEV,2018.0,Vehicles,2300.0,72307.0,489.0,3.54,1508.0,366.402778332472,69.6401644649727,194.27,1331.0,4.479443387072807,132.0,40646.0
Austria,Historical,EV sales,Cars,FCEV,2018.0,Vehicles,7.0,61117.0,275.0,6.476083404203179,1041.1625582363376,37.07,31.0,112.73,2408.0,7.0,269.0,35244.0
Austria,Historical,EV stock,Cars,FCEV,2018.0,Vehicles,24.0,55079.94284261686,591.0,4.12,2552.3470511758865,614.0337300999133,43.0,72.76,1431.0,6.0,284.0,65977.0
Austria,Historical,EV stock,Cars,PHEV,2018.0,Vehicles,5700.0,79691.0,206.0,2.58,3926.0,323.5,71.0,344.66,1751.836275823133,5.0,179.0,57491.0
Austria,Historical,EV charging points,EV,Publicly available fast,2018.0,charging points,0.100000001490116,55079.1314130422,351.0,10.43,3016.0,423.45,36.80488677635217,59.83,1585.0,3.0,237.0,82740.0
Austria,Historical,EV charging points,EV,Publicly available slow,2018.0,charging points,0.100000001490116,41908.0,338.0,10.77,1722.0,232.81,21.0,62.13,1877.0,2.0,187.6169736781998,81716.0
Austria,Historical,EV sales share,Cars,EV,2018.0,percent,2.59999990463257,40293.0,406.0,8.17,1112.0,180.59,38.0,88.81863220028333,2299.0,4.56074081654632,263.0,13392.0
